applicant_id,gender,married,dependents,education,self_employed,applicant_income,coapplicant_income,loan_amount,loan_amount_term,credit_history,property_area,loan_status
1496,Male,Yes,0,Graduate,Yes,2771,18,409,240,1,Semiurban,Approved
1497,Male,No,3,Graduate,Yes,8286,4937,183,120,1,Urban,Approved
1498,Male,Yes,1,Graduate,No,1722,7715,179,180,1,Urban,Approved
1499,Female,Yes,3,Graduate,No,13308,5549,126,360,0,Rural,Approved
1500,Female,No,1,Graduate,No,3883,7442,160,240,1,Urban,Approved
1501,Male,Yes,0,Not Graduate,Yes,3783,1170,76,360,0,Semiurban,Approved
1502,Male,Yes,2,Not Graduate,No,7667,1936,216,360,1,Urban,Approved
1503,Male,No,0,Graduate,No,9283,4945,408,360,0,Semiurban,Rejected
1504,Male,Yes,3,Graduate,No,9401,6588,395,120,0,Semiurban,Rejected
1505,Male,No,0,Graduate,No,7687,6822,224,360,1,Semiurban,Approved
1506,Male,Yes,1,Not Graduate,No,5752,9097,85,180,1,Rural,Approved
1507,Female,Yes,2,Graduate,No,6301,5710,492,360,1,Urban,Approved
1508,Female,No,3,Not Graduate,Yes,2987,4044,444,240,0,Semiurban,Rejected
1509,Male,No,1,Graduate,Yes,8780,7788,195,300,1,Semiurban,Approved
1510,Female,Yes,0,Not Graduate,No,13645,6901,119,300,1,Rural,Approved
1511,Male,Yes,1,Not Graduate,Yes,2768,2701,390,360,1,Semiurban,Rejected
1512,Male,No,1,Graduate,No,11470,4923,130,240,0,Rural,Approved
1513,Female,Yes,2,Graduate,Yes,3396,2852,347,180,1,Rural,Approved
1514,Female,No,1,Graduate,Yes,14931,6793,306,180,0,Rural,Approved
1515,Female,Yes,3,Not Graduate,No,5262,8130,166,300,0,Semiurban,Approved
1516,Male,Yes,1,Graduate,Yes,3185,3761,221,240,1,Rural,Approved
1517,Male,No,2,Not Graduate,Yes,12046,1414,81,120,1,Semiurban,Approved
1518,Female,Yes,3,Not Graduate,Yes,2209,7823,215,180,1,Semiurban,Approved
1519,Female,Yes,0,Graduate,No,3703,5096,155,180,1,Semiurban,Approved
1520,Female,No,2,Graduate,No,10396,3652,489,300,1,Semiurban,Approved
1521,Male,No,1,Not Graduate,Yes,9916,5518,123,300,0,Rural,Approved
1522,Female,No,2,Not Graduate,Yes,8167,7707,187,240,0,Rural,Approved
1523,Female,Yes,0,Graduate,Yes,6738,8607,53,180,1,Urban,Approved
1524,Male,No,1,Graduate,Yes,11695,3281,279,240,1,Rural,Approved
1525,Male,No,1,Not Graduate,Yes,13156,7747,273,240,0,Semiurban,Approved
1526,Male,Yes,2,Not Graduate,No,10079,866,356,360,1,Rural,Approved
1527,Male,No,0,Not Graduate,Yes,10210,8874,354,360,1,Urban,Approved
1528,Male,No,1,Graduate,No,2360,995,151,120,0,Rural,Approved
1529,Male,No,1,Graduate,No,11347,2007,316,300,0,Urban,Approved
1530,Female,Yes,0,Graduate,Yes,10125,6850,489,240,1,Rural,Approved
1531,Female,No,3,Graduate,No,12305,6236,367,360,1,Rural,Approved
1532,Female,Yes,1,Not Graduate,No,2502,9072,66,240,1,Semiurban,Rejected
1533,Female,Yes,0,Graduate,No,6386,8673,217,240,1,Semiurban,Approved
1534,Male,Yes,3,Graduate,No,6725,1537,481,180,0,Semiurban,Rejected
1535,Male,Yes,0,Graduate,No,6009,6875,404,120,0,Semiurban,Rejected
1536,Female,Yes,2,Graduate,No,13914,2845,251,360,0,Semiurban,Rejected
1537,Female,Yes,1,Graduate,No,7906,2059,348,360,0,Urban,Approved
1538,Male,No,0,Not Graduate,Yes,10770,4234,126,300,0,Semiurban,Approved
1539,Male,No,3,Not Graduate,No,2172,6409,440,180,1,Semiurban,Rejected
1540,Female,No,1,Graduate,No,3180,8720,104,240,1,Rural,Approved
1541,Female,Yes,3,Graduate,Yes,3727,1904,453,120,0,Rural,Approved
1542,Male,Yes,1,Not Graduate,Yes,2141,5993,326,240,0,Rural,Rejected
1543,Female,No,3,Not Graduate,No,9881,3894,173,360,1,Semiurban,Approved
1544,Female,Yes,0,Graduate,Yes,8040,5860,427,240,1,Urban,Approved
1545,Female,No,1,Not Graduate,No,5116,3544,125,300,1,Urban,Approved
1546,Male,No,0,Not Graduate,Yes,9708,7469,198,360,1,Semiurban,Approved
1547,Male,Yes,3,Not Graduate,No,6969,3969,50,360,0,Urban,Rejected
1548,Female,No,1,Not Graduate,No,3610,4911,78,180,1,Semiurban,Approved
1549,Female,No,2,Graduate,Yes,6428,7248,157,300,0,Rural,Rejected
1550,Male,No,0,Graduate,Yes,3340,7225,352,360,1,Semiurban,Approved
1551,Male,No,3,Graduate,Yes,12491,8834,208,360,0,Semiurban,Rejected
1552,Female,Yes,1,Not Graduate,No,7397,3533,229,360,1,Urban,Approved
1553,Female,Yes,2,Graduate,No,12890,2060,213,180,0,Semiurban,Approved
1554,Male,Yes,0,Graduate,No,3487,7186,185,240,0,Rural,Rejected
1555,Female,Yes,1,Graduate,No,10400,3113,301,360,1,Rural,Approved
1556,Male,No,2,Graduate,Yes,14035,7556,72,360,0,Urban,Approved
1557,Male,Yes,0,Graduate,Yes,10746,492,267,120,1,Semiurban,Approved
1558,Male,Yes,1,Graduate,Yes,14121,293,168,180,0,Urban,Approved
1559,Female,No,3,Graduate,Yes,14558,7380,443,360,1,Rural,Approved
1560,Male,Yes,2,Not Graduate,No,11272,1982,239,180,1,Rural,Approved
1561,Female,Yes,3,Not Graduate,No,3506,5453,115,180,0,Rural,Approved
1562,Male,Yes,2,Not Graduate,No,4693,5516,104,240,1,Urban,Approved
1563,Male,Yes,2,Graduate,No,10355,3133,243,300,1,Urban,Approved
1564,Female,No,3,Graduate,No,8747,2334,450,240,1,Urban,Approved
1565,Male,Yes,2,Graduate,Yes,2850,7613,54,360,1,Semiurban,Rejected
1566,Male,Yes,3,Graduate,No,4729,1304,405,120,0,Rural,Rejected
1567,Male,Yes,0,Not Graduate,No,7053,8612,188,240,0,Urban,Approved
1568,Female,Yes,3,Not Graduate,Yes,14873,9393,386,360,1,Semiurban,Approved
1569,Female,No,1,Not Graduate,No,6820,451,258,240,1,Semiurban,Approved
1570,Male,No,0,Graduate,No,7748,9675,208,360,1,Rural,Approved
1571,Female,No,3,Graduate,No,3745,1279,281,240,1,Semiurban,Approved
1572,Male,Yes,2,Graduate,No,13403,5159,103,240,1,Semiurban,Approved
1573,Male,No,0,Not Graduate,Yes,3347,5824,488,300,0,Semiurban,Rejected
1574,Female,Yes,3,Graduate,Yes,6414,1965,279,360,0,Urban,Rejected
1575,Male,Yes,2,Graduate,Yes,9480,9993,447,240,0,Urban,Rejected
1576,Female,No,1,Graduate,Yes,13043,3415,116,360,1,Urban,Approved
1577,Male,Yes,0,Graduate,Yes,11156,7966,182,300,1,Rural,Approved
1578,Male,No,2,Not Graduate,No,7230,6941,474,360,0,Semiurban,Rejected
1579,Male,No,3,Graduate,No,12123,1444,404,300,1,Urban,Approved
1580,Female,Yes,2,Graduate,No,12356,407,399,300,0,Semiurban,Rejected
1581,Female,Yes,2,Graduate,No,4108,4700,444,240,0,Semiurban,Rejected
1582,Male,Yes,1,Graduate,No,3832,3569,337,360,0,Rural,Approved
1583,Female,Yes,1,Not Graduate,No,3348,3854,321,180,0,Rural,Rejected
1584,Male,Yes,3,Not Graduate,No,5006,6539,421,120,0,Urban,Rejected
1585,Female,No,3,Graduate,No,2451,6621,281,240,1,Semiurban,Approved
1586,Female,Yes,2,Graduate,Yes,7839,15,364,180,1,Urban,Approved
1587,Male,Yes,1,Not Graduate,Yes,2606,7654,294,120,1,Rural,Approved
1588,Female,Yes,0,Graduate,Yes,10361,5146,67,360,1,Semiurban,Approved
1589,Male,No,0,Not Graduate,Yes,2699,9121,85,120,0,Urban,Rejected
1590,Male,Yes,1,Graduate,Yes,9148,832,237,240,1,Rural,Approved
1591,Female,No,3,Graduate,Yes,9310,6551,154,300,0,Rural,Approved
1592,Female,No,0,Not Graduate,No,9737,3081,389,120,0,Urban,Rejected
1593,Male,Yes,3,Not Graduate,No,12924,8555,227,180,0,Rural,Rejected
1594,Male,No,0,Graduate,No,2262,8743,448,240,0,Rural,Rejected
1595,Female,No,1,Graduate,No,5737,8860,330,240,1,Semiurban,Approved
1596,Male,Yes,2,Not Graduate,Yes,8665,3220,400,180,0,Urban,Approved
1597,Female,No,2,Graduate,Yes,9172,1596,266,180,0,Semiurban,Approved
1598,Female,No,2,Not Graduate,Yes,6288,4024,124,240,1,Semiurban,Approved
1599,Female,No,1,Graduate,No,9883,8623,270,240,1,Urban,Approved
1600,Female,Yes,1,Graduate,No,2497,4378,188,360,0,Semiurban,Rejected
1601,Male,No,3,Not Graduate,No,11081,852,332,120,1,Semiurban,Approved
1602,Male,No,2,Not Graduate,Yes,3557,4445,127,300,1,Urban,Approved
1603,Female,Yes,1,Not Graduate,No,6047,8109,206,240,1,Semiurban,Approved
1604,Female,No,3,Graduate,No,9387,9605,166,300,1,Rural,Approved
1605,Female,Yes,3,Not Graduate,Yes,5022,3767,378,300,0,Semiurban,Rejected
1606,Male,No,3,Graduate,No,9928,6900,285,240,1,Rural,Approved
1607,Female,Yes,1,Graduate,Yes,3470,7353,323,180,0,Urban,Rejected
1608,Female,No,2,Not Graduate,No,2608,2356,303,300,0,Rural,Rejected
1609,Male,Yes,1,Graduate,No,3784,1831,398,360,0,Urban,Approved
1610,Male,No,2,Graduate,Yes,10199,3331,187,300,0,Rural,Approved
1611,Male,No,2,Graduate,Yes,5377,5981,447,360,0,Urban,Approved
1612,Male,No,2,Not Graduate,No,9054,9033,444,120,1,Rural,Approved
1613,Male,Yes,0,Graduate,No,10202,3837,344,360,0,Semiurban,Rejected
1614,Female,Yes,3,Not Graduate,No,2718,3394,121,300,1,Urban,Approved
1615,Male,No,3,Graduate,Yes,3327,6288,377,300,1,Urban,Approved
1616,Male,Yes,0,Graduate,No,3633,5290,304,120,0,Urban,Approved
1617,Male,Yes,0,Graduate,Yes,14148,1667,209,120,1,Urban,Approved
1618,Male,No,1,Not Graduate,No,8611,576,207,300,1,Semiurban,Approved
1619,Male,Yes,3,Not Graduate,No,13106,579,259,240,1,Semiurban,Approved
1620,Female,No,0,Not Graduate,No,3788,9741,326,180,1,Urban,Approved
1621,Female,Yes,3,Not Graduate,No,5323,8978,103,240,0,Semiurban,Approved
1622,Male,No,0,Graduate,No,10017,1443,320,300,1,Semiurban,Approved
1623,Male,No,2,Graduate,No,7142,4383,434,120,0,Urban,Approved
1624,Female,No,1,Graduate,No,10137,8382,380,180,1,Rural,Approved
1625,Female,Yes,0,Not Graduate,Yes,4295,6315,390,240,0,Rural,Approved
1626,Female,Yes,3,Graduate,No,13054,9113,156,300,0,Urban,Rejected
1627,Male,Yes,2,Not Graduate,No,10042,2812,353,360,0,Semiurban,Rejected
1628,Male,Yes,2,Not Graduate,No,6747,6998,179,180,0,Semiurban,Approved
1629,Male,No,0,Not Graduate,Yes,5760,1084,264,180,1,Urban,Approved
1630,Female,No,3,Graduate,Yes,11999,4291,400,120,1,Rural,Approved
1631,Female,Yes,0,Graduate,Yes,6986,8784,99,300,1,Rural,Approved
1632,Female,Yes,0,Graduate,Yes,12639,4690,221,180,1,Urban,Approved
1633,Male,Yes,0,Graduate,No,3299,6533,340,300,0,Semiurban,Approved
1634,Female,Yes,2,Not Graduate,Yes,7548,5241,350,180,1,Urban,Approved
1635,Female,No,2,Graduate,No,13847,4294,216,300,1,Rural,Approved
1636,Male,No,3,Graduate,Yes,6791,5892,435,180,0,Semiurban,Approved
1637,Male,Yes,3,Graduate,Yes,8099,4459,443,360,0,Urban,Approved
1638,Female,No,0,Graduate,No,14849,4164,475,180,0,Semiurban,Rejected
1639,Female,Yes,1,Not Graduate,Yes,8958,2688,329,240,0,Semiurban,Rejected
1640,Male,Yes,0,Graduate,Yes,3767,4579,64,120,0,Urban,Rejected
1641,Female,No,0,Graduate,Yes,11632,5040,335,180,1,Urban,Approved
1642,Female,Yes,3,Not Graduate,No,7025,4723,284,120,0,Urban,Rejected
1643,Male,No,3,Not Graduate,Yes,4744,6089,349,120,0,Rural,Rejected
1644,Male,No,1,Not Graduate,No,7202,546,128,240,0,Semiurban,Rejected
1645,Male,Yes,0,Not Graduate,Yes,3249,3444,63,300,1,Semiurban,Approved
1646,Female,No,3,Graduate,No,9099,2718,280,120,0,Urban,Approved
1647,Female,Yes,1,Not Graduate,No,11483,4507,345,180,0,Rural,Rejected
1648,Female,No,1,Graduate,Yes,11470,5344,186,120,1,Rural,Approved
1649,Male,Yes,1,Graduate,No,14334,4262,369,180,1,Rural,Approved
1650,Male,Yes,0,Graduate,Yes,12900,9760,345,240,1,Urban,Approved
1651,Female,No,3,Not Graduate,No,10521,3814,310,240,0,Rural,Rejected
1652,Male,Yes,3,Graduate,Yes,10870,8864,108,240,1,Semiurban,Approved
1653,Male,Yes,0,Graduate,No,12201,2281,108,240,0,Semiurban,Approved
1654,Female,Yes,0,Not Graduate,Yes,13807,7261,386,180,1,Rural,Approved
1655,Male,Yes,2,Graduate,No,14822,4865,335,120,1,Rural,Approved
1656,Male,Yes,3,Graduate,Yes,10011,3211,117,120,0,Semiurban,Approved
1657,Female,No,0,Not Graduate,Yes,14606,1723,420,300,0,Semiurban,Rejected
1658,Female,Yes,1,Not Graduate,Yes,5441,9477,415,180,1,Rural,Approved
1659,Male,Yes,0,Not Graduate,Yes,2074,7436,385,360,1,Urban,Approved
1660,Male,Yes,3,Not Graduate,Yes,2637,200,395,240,0,Semiurban,Rejected
1661,Female,No,2,Graduate,Yes,13082,6039,112,180,0,Semiurban,Rejected
1662,Female,No,1,Not Graduate,No,10041,9186,181,240,0,Semiurban,Rejected
1663,Female,Yes,0,Graduate,No,11329,1334,228,240,0,Semiurban,Rejected
1664,Male,No,3,Graduate,Yes,8991,5050,257,360,1,Rural,Approved
1665,Female,No,3,Graduate,No,2525,7652,358,300,1,Semiurban,Approved
1666,Female,Yes,0,Graduate,Yes,14172,9338,487,120,0,Semiurban,Approved
1667,Male,Yes,1,Not Graduate,Yes,8926,8609,211,120,0,Rural,Approved
1668,Male,No,2,Not Graduate,No,13170,1355,350,180,1,Semiurban,Approved
1669,Female,Yes,3,Graduate,Yes,6206,7485,327,300,0,Urban,Rejected
1670,Male,Yes,1,Not Graduate,Yes,2292,5211,270,120,0,Rural,Rejected
1671,Female,No,0,Graduate,Yes,3576,73,419,300,0,Semiurban,Approved
1672,Male,No,0,Not Graduate,No,1645,1336,317,360,1,Urban,Approved
1673,Male,No,3,Not Graduate,Yes,6069,5440,411,240,1,Urban,Approved
1674,Male,Yes,2,Not Graduate,Yes,4912,3944,288,360,0,Urban,Rejected
1675,Male,No,0,Not Graduate,No,5202,995,355,120,1,Urban,Approved
1676,Female,Yes,3,Not Graduate,Yes,14202,8667,171,180,1,Urban,Approved
1677,Male,No,1,Graduate,Yes,6790,356,497,300,1,Semiurban,Approved
1678,Female,Yes,2,Graduate,Yes,13373,850,112,240,1,Rural,Approved
1679,Female,Yes,1,Graduate,No,7249,525,319,240,1,Urban,Approved
1680,Female,Yes,0,Not Graduate,No,10925,6614,344,240,0,Semiurban,Rejected
1681,Female,No,2,Graduate,Yes,5949,9826,375,300,1,Semiurban,Approved
1682,Female,No,2,Graduate,Yes,11789,671,500,360,1,Semiurban,Approved
1683,Female,Yes,0,Not Graduate,No,10466,7894,208,240,0,Semiurban,Approved
1684,Male,Yes,3,Not Graduate,Yes,11315,9588,268,360,1,Urban,Approved
1685,Male,No,1,Graduate,No,12714,796,91,240,0,Rural,Approved
1686,Female,Yes,0,Graduate,No,12498,5660,192,360,1,Rural,Approved
1687,Male,Yes,3,Not Graduate,Yes,4951,9152,97,360,1,Rural,Approved
1688,Male,Yes,2,Not Graduate,No,14687,132,347,300,1,Rural,Approved
1689,Female,No,1,Not Graduate,No,5619,8222,189,240,1,Urban,Approved
1690,Male,Yes,0,Graduate,Yes,8142,6080,191,120,0,Urban,Rejected
1691,Male,Yes,0,Not Graduate,Yes,8899,5303,174,360,0,Rural,Rejected
1692,Female,Yes,2,Not Graduate,No,7847,4022,238,180,0,Rural,Approved
1693,Male,Yes,3,Not Graduate,No,11120,7686,176,300,0,Urban,Approved
1694,Female,No,1,Not Graduate,No,10774,3729,173,120,0,Urban,Approved
1695,Female,No,1,Not Graduate,Yes,10644,6367,289,180,0,Semiurban,Rejected
1696,Male,Yes,3,Graduate,Yes,10577,769,119,300,1,Urban,Approved
1697,Female,Yes,0,Not Graduate,Yes,6145,3857,220,300,0,Semiurban,Approved
1698,Male,No,1,Graduate,No,12661,5983,228,240,0,Urban,Approved
1699,Female,Yes,1,Not Graduate,Yes,12718,2090,131,300,1,Semiurban,Approved
1700,Male,No,3,Graduate,No,9818,8332,109,360,0,Semiurban,Approved
1701,Female,No,3,Not Graduate,No,4761,1129,356,300,1,Urban,Approved
1702,Female,Yes,2,Not Graduate,No,14610,4626,497,180,1,Semiurban,Approved
1703,Male,No,0,Graduate,Yes,11739,3173,303,360,0,Rural,Approved
1704,Female,Yes,0,Graduate,No,2766,8711,287,120,0,Urban,Approved
1705,Female,Yes,0,Graduate,Yes,10473,3121,97,180,0,Urban,Approved
1706,Male,No,2,Not Graduate,No,4985,128,249,300,0,Semiurban,Rejected
1707,Female,Yes,0,Graduate,No,13700,6147,473,120,1,Urban,Approved
1708,Male,Yes,3,Graduate,No,7197,149,153,240,1,Semiurban,Approved
1709,Male,Yes,3,Graduate,Yes,9779,8582,186,180,0,Rural,Approved
1710,Female,No,3,Not Graduate,Yes,7429,9080,165,300,1,Semiurban,Approved
1711,Female,Yes,2,Not Graduate,Yes,6251,1282,472,240,1,Urban,Approved
1712,Female,No,3,Not Graduate,No,5005,5316,302,300,1,Urban,Approved
1713,Female,No,3,Graduate,Yes,12479,4428,221,180,1,Urban,Approved
1714,Male,No,3,Graduate,No,6604,8745,244,300,0,Urban,Rejected
1715,Male,No,2,Graduate,No,4373,3089,189,360,0,Urban,Rejected
1716,Male,Yes,2,Not Graduate,Yes,9145,2555,246,120,1,Rural,Approved
1717,Female,Yes,3,Not Graduate,No,3013,4280,273,300,0,Semiurban,Approved
1718,Female,No,0,Not Graduate,No,5727,191,183,360,0,Rural,Rejected
1719,Male,No,0,Graduate,No,11228,5160,50,300,1,Rural,Approved
1720,Male,Yes,1,Graduate,No,6453,872,412,240,1,Rural,Approved
1721,Female,No,1,Graduate,No,3712,9512,223,240,0,Rural,Approved
1722,Male,Yes,1,Graduate,Yes,14285,8372,343,240,0,Urban,Approved
1723,Male,No,3,Graduate,Yes,3737,9768,216,240,1,Urban,Approved
1724,Male,Yes,2,Graduate,No,8742,4169,205,360,1,Urban,Approved
1725,Male,Yes,1,Graduate,Yes,9599,3424,377,300,1,Rural,Approved
1726,Female,No,0,Graduate,Yes,13339,1206,71,180,0,Rural,Approved
1727,Male,No,1,Graduate,Yes,8670,7533,400,240,0,Rural,Approved
1728,Male,No,3,Graduate,No,14148,5952,249,120,1,Urban,Approved
1729,Male,No,3,Graduate,Yes,1606,4192,447,180,1,Urban,Rejected
1730,Female,No,2,Not Graduate,Yes,9126,3023,260,300,0,Rural,Approved
1731,Male,No,2,Not Graduate,Yes,11044,367,361,120,0,Semiurban,Rejected
1732,Male,Yes,2,Graduate,No,3870,8457,485,300,0,Rural,Approved
1733,Male,No,1,Not Graduate,No,1795,5528,131,180,1,Semiurban,Rejected
1734,Female,Yes,2,Graduate,Yes,13281,389,186,360,1,Rural,Approved
1735,Male,No,0,Not Graduate,Yes,14243,7626,108,180,0,Semiurban,Rejected
1736,Female,No,1,Not Graduate,Yes,8402,7071,480,300,0,Urban,Rejected
1737,Male,No,2,Graduate,Yes,3822,9927,313,360,1,Rural,Approved
1738,Male,No,2,Not Graduate,No,2215,670,68,300,0,Rural,Rejected
1739,Female,No,3,Not Graduate,No,7231,3250,218,360,1,Semiurban,Approved
1740,Male,Yes,3,Not Graduate,No,7470,85,314,240,0,Semiurban,Approved
1741,Female,Yes,3,Graduate,No,12010,9221,106,120,1,Urban,Approved
1742,Male,Yes,2,Graduate,No,12333,2573,251,360,1,Rural,Approved
1743,Male,No,2,Graduate,Yes,6333,2400,126,180,0,Urban,Approved
1744,Male,Yes,2,Graduate,No,4389,2044,173,300,0,Semiurban,Approved
1745,Female,No,0,Graduate,No,9130,3441,316,240,1,Semiurban,Approved
1746,Male,Yes,0,Graduate,Yes,7704,3542,398,300,0,Urban,Rejected
1747,Female,Yes,3,Graduate,Yes,3223,8170,320,300,1,Semiurban,Approved
1748,Male,Yes,3,Graduate,No,9720,5895,96,360,0,Rural,Rejected
1749,Female,Yes,3,Graduate,No,11485,1956,184,120,0,Rural,Approved
1750,Male,Yes,2,Not Graduate,Yes,14148,4581,333,180,0,Urban,Rejected
1751,Male,No,2,Graduate,Yes,3202,6878,388,300,1,Urban,Approved
1752,Male,Yes,2,Not Graduate,No,14727,1610,98,300,0,Rural,Approved
1753,Female,No,0,Not Graduate,No,9631,8723,153,180,1,Semiurban,Approved
1754,Male,No,2,Not Graduate,Yes,2346,8158,231,180,1,Rural,Rejected
1755,Female,No,0,Not Graduate,No,11960,3789,91,120,0,Rural,Approved
1756,Female,Yes,1,Not Graduate,Yes,13371,8008,120,360,0,Urban,Rejected
1757,Female,No,3,Not Graduate,No,13017,4506,418,120,0,Rural,Rejected
1758,Male,No,3,Not Graduate,No,7013,5628,185,120,1,Rural,Approved
1759,Female,Yes,2,Not Graduate,Yes,8353,9405,374,120,1,Rural,Approved
1760,Male,No,1,Not Graduate,Yes,13416,8509,429,300,1,Semiurban,Approved
1761,Female,Yes,0,Graduate,Yes,11417,1219,267,300,0,Urban,Approved
1762,Female,No,2,Graduate,Yes,10486,3118,457,360,1,Rural,Approved
1763,Female,Yes,2,Graduate,Yes,9828,7685,490,120,1,Rural,Approved
1764,Male,Yes,0,Graduate,Yes,14908,5766,421,120,1,Urban,Approved
1765,Male,No,3,Not Graduate,Yes,7385,9879,318,120,0,Rural,Rejected
1766,Male,No,3,Not Graduate,No,6618,8432,211,240,1,Semiurban,Approved
1767,Male,No,3,Not Graduate,No,10101,2421,417,360,1,Semiurban,Approved
1768,Female,No,1,Graduate,No,9313,674,140,120,0,Semiurban,Rejected
1769,Male,No,3,Graduate,No,9207,2850,395,240,0,Urban,Approved
1770,Male,Yes,0,Graduate,No,11686,9770,483,240,1,Urban,Approved
1771,Female,No,1,Graduate,No,2343,9003,56,120,0,Semiurban,Approved
1772,Female,No,0,Not Graduate,No,5086,7037,111,120,1,Urban,Approved
1773,Male,Yes,0,Not Graduate,No,5452,8772,160,120,0,Semiurban,Approved
1774,Male,No,2,Not Graduate,Yes,7988,483,232,120,0,Urban,Rejected
1775,Female,No,2,Graduate,Yes,3169,3815,386,300,1,Urban,Approved
1776,Female,No,2,Not Graduate,No,14641,9136,211,120,1,Semiurban,Approved
1777,Female,Yes,0,Graduate,No,5327,5315,468,240,1,Urban,Approved
1778,Female,No,0,Graduate,Yes,10027,3491,92,240,1,Semiurban,Approved
1779,Female,No,1,Not Graduate,No,6957,8697,462,120,1,Rural,Approved
1780,Male,No,3,Graduate,No,2069,130,230,360,0,Semiurban,Rejected
1781,Female,Yes,1,Graduate,No,11001,8417,96,120,1,Rural,Approved
1782,Female,No,3,Not Graduate,Yes,3184,476,334,120,0,Rural,Rejected
1783,Female,Yes,1,Not Graduate,Yes,9652,2367,157,240,0,Semiurban,Rejected
1784,Male,Yes,2,Graduate,No,11267,3842,288,180,1,Rural,Approved
1785,Male,Yes,3,Graduate,Yes,12543,4927,84,180,1,Urban,Approved
1786,Female,No,1,Graduate,Yes,2341,4221,350,360,0,Urban,Approved
1787,Male,Yes,2,Not Graduate,No,5053,7107,250,180,1,Urban,Approved
1788,Female,Yes,0,Not Graduate,Yes,9141,847,338,240,0,Rural,Approved
1789,Female,No,0,Not Graduate,No,14163,1631,335,120,0,Semiurban,Rejected
1790,Female,No,0,Graduate,Yes,10082,1009,352,360,0,Urban,Approved
1791,Male,Yes,3,Graduate,No,6514,1857,163,300,0,Urban,Approved
1792,Male,No,0,Not Graduate,Yes,6553,5813,465,180,0,Semiurban,Approved
1793,Female,Yes,0,Not Graduate,Yes,6576,379,257,240,0,Rural,Rejected
1794,Male,Yes,1,Graduate,No,10970,4549,54,360,1,Rural,Approved
1795,Male,No,1,Not Graduate,Yes,11215,7232,62,180,0,Urban,Rejected
1796,Female,No,0,Graduate,No,8935,85,250,360,0,Semiurban,Rejected
1797,Male,Yes,0,Graduate,No,5891,2383,183,360,1,Semiurban,Approved
1798,Male,No,1,Not Graduate,No,4055,7935,421,180,0,Urban,Rejected
1799,Male,No,1,Graduate,Yes,8809,3132,177,300,0,Rural,Approved
1800,Female,No,2,Not Graduate,Yes,1988,3276,376,180,0,Semiurban,Rejected
1801,Female,Yes,2,Not Graduate,No,5311,8059,119,120,0,Rural,Approved
1802,Male,Yes,1,Graduate,Yes,13748,8010,393,180,1,Urban,Approved
1803,Female,Yes,0,Not Graduate,No,6388,5181,349,120,1,Semiurban,Approved
1804,Male,Yes,1,Graduate,Yes,9829,8411,53,360,1,Rural,Approved
1805,Female,No,0,Graduate,No,6944,7700,90,240,1,Semiurban,Approved
1806,Male,No,0,Not Graduate,No,8345,2612,448,240,0,Semiurban,Rejected
1807,Female,Yes,1,Not Graduate,Yes,5743,6917,382,300,1,Semiurban,Approved
1808,Male,No,0,Graduate,No,5475,6037,459,360,0,Rural,Rejected
1809,Female,Yes,1,Graduate,Yes,13476,7237,263,300,0,Urban,Rejected
1810,Male,No,2,Graduate,No,4654,3811,488,180,1,Semiurban,Approved
1811,Male,Yes,3,Not Graduate,No,14552,6208,396,240,0,Urban,Rejected
1812,Female,No,3,Not Graduate,Yes,2235,974,321,120,1,Urban,Rejected
1813,Female,No,0,Not Graduate,Yes,8975,119,222,240,1,Semiurban,Approved
1814,Female,No,1,Not Graduate,No,10085,4239,214,360,0,Urban,Approved
1815,Male,Yes,0,Not Graduate,Yes,8731,7319,496,120,0,Urban,Approved
1816,Male,Yes,0,Not Graduate,No,8779,9645,270,180,0,Urban,Rejected
1817,Male,No,2,Not Graduate,No,4492,1307,168,120,0,Urban,Approved
1818,Male,No,1,Not Graduate,No,11349,1544,387,360,0,Urban,Approved
1819,Female,No,0,Not Graduate,Yes,1787,4426,246,300,0,Semiurban,Approved
1820,Male,Yes,3,Not Graduate,No,9247,3573,223,300,0,Rural,Approved
1821,Female,Yes,2,Not Graduate,No,8449,6332,166,300,0,Semiurban,Rejected
1822,Male,Yes,3,Not Graduate,No,2450,3810,260,120,1,Urban,Rejected
1823,Male,Yes,2,Graduate,Yes,14642,5095,325,240,1,Semiurban,Approved
1824,Male,Yes,0,Graduate,No,7068,716,103,240,1,Semiurban,Approved
1825,Female,No,2,Graduate,No,11617,6096,486,240,1,Semiurban,Approved
1826,Female,Yes,1,Not Graduate,No,8102,1337,102,180,0,Semiurban,Approved
1827,Female,No,0,Not Graduate,No,1540,629,368,240,1,Urban,Rejected
1828,Female,No,2,Graduate,Yes,13450,6441,248,300,0,Rural,Approved
1829,Female,No,1,Not Graduate,No,9871,4115,178,240,1,Rural,Approved
1830,Male,No,1,Graduate,No,1593,4345,397,360,0,Rural,Approved
1831,Male,No,1,Not Graduate,Yes,14574,8931,382,360,0,Rural,Rejected
1832,Male,Yes,1,Graduate,Yes,6449,6371,297,120,1,Urban,Approved
1833,Female,No,0,Graduate,No,11386,5102,355,120,1,Semiurban,Approved
1834,Female,Yes,3,Graduate,No,4346,4662,364,120,0,Rural,Approved
1835,Female,No,3,Graduate,No,8711,5549,209,120,1,Urban,Approved
1836,Female,No,0,Not Graduate,No,8349,5762,242,180,1,Urban,Approved
1837,Female,Yes,0,Not Graduate,Yes,12268,5806,246,120,1,Rural,Approved
